"","Species","GBIF_ID","mean_body_mass"
"3024","Oligoryzomys vegetus",2438278,20
"3025","Ommatophoca rossii",2434788,197959.395
"3026","Ondatra zibethicus",5219858,1038.57625
"3027","Onychogalea fraenata",2440152,4708.73001933333
"3028","Onychogalea lunata",2440153,3499.99
"3029","Onychogalea unguifera",2440151,5800
"3030","Onychomys arenicola",2438515,24.96
"3031","Onychomys leucogaster",2438517,32.6666666666667
"3032","Onychomys torridus",2438516,21.275
"3033","Orcaella brevirostris",2440460,189999.9975
"3034","Orcinus orca",2440483,4157593.75
"3035","Oreamnos americanus",2441151,69025.675
"3036","Oreonax flavicauda",4267227,8229.12
"3037","Oreotragus oreotragus",2441044,12666.6666666667
"3038","Ornithorhynchus anatinus",2433376,1183.0719355
"3039","Orthogeomys cavator",2439408,650
"3040","Orthogeomys cherriei",2439403,286.75
"3041","Orthogeomys cuniculus",2439412,499.99
"3042","Orthogeomys dariensis",2439407,437.99
"3043","Orthogeomys grandis",2439402,665.495
"3044","Orthogeomys heterodus",2439411,615
"3045","Orthogeomys hispidus",2439406,478.4975
"3046","Orthogeomys lanius",2439410,499.99
"3047","Orthogeomys underwoodi",2439404,250
"3048","Orycteropus afer",5218416,55093.8
"3049","Oryctolagus cuniculus",2436940,1868.40357142857
"3050","Oryx beisa",5706393,132875
"3051","Oryx dammah",5220165,177500
"3052","Oryx gazella",5220166,125833.333333333
"3053","Oryx leucoryx",5220164,118652.175225
"3054","Oryzomys albigularis",2438085,78.25
"3055","Oryzomys alfari",12357159,87
"3056","Oryzomys alfaroi",2438073,37.3225
"3057","Oryzomys angouya",4265046,120.17
"3058","Oryzomys auriventer",2438106,60.5
"3059","Oryzomys balneator",2438087,60.5
"3060","Oryzomys bolivaris",2438075,57.3725
"3061","Oryzomys caracolus",4265038,60.5
"3062","Oryzomys chapmani",2438077,49.99
"3063","Oryzomys couesi",2438070,57.88
"3064","Oryzomys devius",2438065,60.5
"3065","Oryzomys dimidiatus",2438079,46
"3066","Oryzomys emmonsae",4265041,22.65
"3067","Oryzomys galapagoensis",2438067,63.51
"3068","Oryzomys gorgasi",2438091,60.5
"3069","Oryzomys hammondi",2438081,60.5
"3070","Oryzomys keaysi",2438082,59.395
"3071","Oryzomys lamia",2438093,60.5
"3072","Oryzomys laticeps",4265044,50.825
"3073","Oryzomys legatus",2438083,61.5
"3074","Oryzomys levipes",2438094,60.5
"3075","Oryzomys macconnelli",2438084,66.49
"3076","Oryzomys maracajuensis",4265052,49.91
"3077","Oryzomys marinhus",4265049,49.91
"3078","Oryzomys megacephalus",4265045,50.825
"3079","Oryzomys melanotis",2438072,49.99
"3080","Oryzomys meridensis",4265050,60.5
"3081","Oryzomys nitidus",2438086,51.63
"3082","Oryzomys palustris",2438095,56.4825
"3083","Oryzomys perenensis",4265047,50.825
"3084","Oryzomys polius",2438107,60.5
"3085","Oryzomys rhabdops",2438076,41.645
"3086","Oryzomys rostratus",2438109,46.745
"3087","Oryzomys russatus",4265040,60.5
"3088","Oryzomys saturatior",2438078,41.645
"3089","Oryzomys scotti",4265048,49.91
"3090","Oryzomys subflavus",2438066,49.91
"3091","Oryzomys talamancae",2438090,57.745
"3092","Oryzomys xanthaeolus",4265051,79.79
"3093","Oryzomys yunganus",2438068,60.5
"3094","Oryzorictes hova",2432112,40.07
"3095","Oryzorictes tetradactylus",2432111,35.99
"3096","Osgoodomys banderanus",2439323,49.99
"3097","Otaria byronia",5218774,199134.86822
"3098","Otocyon megalotis",2434349,4150
"3099","Otolemur crassicaudatus",8978926,1054.6117185
"3100","Otolemur garnettii",2436511,998.875923325
"3101","Otolemur monteiri",7262065,1094.5
"3102","Otomops formosus",2433020,30.39
"3103","Otomops madagascariensis",4266495,34.92
"3104","Otomops martiensseni",2433022,34.92
"3105","Otomops papuensis",2433019,18.45
"3106","Otomops secundus",2433018,27.55
"3107","Otomops wroughtoni",2433021,39.15
"3108","Otomys anchietae",5219868,114.45
"3109","Otomys angoniensis",5219872,114.45
"3110","Otomys barbouri",5706737,114.45
"3111","Otomys burtoni",5706740,114.45
"3112","Otomys cuanzensis",5706743,130.65
"3113","Otomys denti",5219865,120
"3114","Otomys dollmani",5706744,114.45
"3115","Otomys irroratus",5219869,120.05
"3116","Otomys lacustris",5706745,114.45
"3117","Otomys laminatus",5219873,130.65
"3118","Otomys maximus",5219866,130.65
"3119","Otomys orestes",5706739,114.45
"3120","Otomys saundersiae",5219874,114.45
"3121","Otomys tropicalis",5219867,114.45
"3122","Otonycteris hemprichii",2432382,21.98
"3123","Otonyctomys hatti",2438376,34.6
"3124","Otopteropus cartilagonodus",2432922,16.92
"3125","Otospermophilus variegatus",7572569,663
"3126","Ototylomys phyllotis",2439155,76.485
"3127","Ourebia ourebi",2441135,17062.03
"3128","Ovibos moschatus",2441108,298500
"3129","Ovis ammon",2441122,156666.666666667
"3130","Ovis aries",2441110,90000
"3131","Ovis canadensis",2441119,69898.325
"3132","Ovis dalli",2441118,72114.71
"3133","Ovis nivicola",2441120,69125
"3134","Oxymycterus akodontius",2438939,67.99
"3135","Oxymycterus angularis",2438932,67.99
"3136","Oxymycterus dasytrichus",4265189,83.755
"3137","Oxymycterus delator",2438940,81.49
"3138","Oxymycterus hiska",2438933,67.99
"3139","Oxymycterus hispidus",2438935,82.01
"3140","Oxymycterus hucucha",2438941,67.99
"3141","Oxymycterus inca",2438936,34.99
"3142","Oxymycterus josei",4265190,83.755
"3143","Oxymycterus nasutus",2438942,82.01
"3144","Oxymycterus paramensis",2438937,41.99
"3145","Oxymycterus quaestor",4265191,82.01
"3146","Oxymycterus roberti",2438943,83.5525
"3147","Oxymycterus rufus",2438938,83.755
"3148","Ozotoceros bezoarticus",2440978,33206.8
"3149","Pachyuromys duprasi",2437746,40
"3150","Pagophilus groenlandicus",2434801,155594
"3151","Paguma hispida",2434653,65000
"3152","Paguma larvata",2434654,4325
"3153","Palawanomys furvus",2438861,90.7
"3154","Pan paniscus",5219533,37335.8166666667
"3155","Pan troglodytes",5219534,40788.1133575
"3156","Pan troglodytes schweinfurthi",5707421,44984
"3157","Panthera leo",5219404,146215.49125
"3158","Panthera onca",5219426,73462.5
"3159","Panthera pardus",5219436,53733.3316666667
"3160","Panthera tigris",5219416,149156.25
"3161","Pantholops hodgsonii",2441103,30116.56
"3162","Papio anubis",5707341,15864.28
"3163","Papio cynocephalus",7262027,17851.25
"3164","Papio hamadryas",5219586,18663.5333325
"3165","Papio papio",5707338,18000
"3166","Papio ursinus",7262029,16364.72
"3167","Pappogeomys alcorni",2439400,150
"3168","Pappogeomys bulleri",2439397,150
"3169","Paracoelops megalotis",2432604,11.2
"3170","Paracrocidura maxima",2435498,12.18
"3171","Paracrocidura schoutedeni",2435499,12.18
"3172","Paracynictis selousi",2434109,1734.86
"3173","Paradoxurus hermaphroditus",2434708,3122.5
"3174","Paradoxurus jerdoni",2434705,3530.33
"3175","Paradoxurus zeylonensis",2434704,2600.65
"3176","Paraechinus aethiopicus",2437145,348.333333333333
"3177","Paraechinus hypomelas",2437154,292
"3178","Paraechinus micropus",2437161,171
"3179","Parahyaena brunnea",2433500,60200
"3180","Parahydromys asper",2438486,526.66
"3181","Paraleptomys rufilatus",2439304,54.99
"3182","Paraleptomys wilhelmina",2439305,33.68
"3183","Paralomys gerbillus",4265121,17.4
"3184","Paramelomys gressitti",4264866,85.18
"3185","Paramelomys levipes",4264872,82.205
"3186","Paramelomys lorentzii",4264869,85.7
"3187","Paramelomys mollis",4264865,82.81
"3188","Paramelomys moncktoni",4264871,85.18
"3189","Paramelomys naso",4264868,82.81
"3190","Paramelomys platyops",4264864,87.7
"3191","Paramelomys rubex",4264870,66.38
"3192","Paramelomys steini",4264867,72.885
"3193","Paramurexia rothschildi",2435436,53.77
"3194","Parantechinus apicalis",2435446,70.0183333333333
"3195","Parantechinus bilarni",2435384,26.24884851
"3196","Paranyctimene raptor",2432976,23.3
"3197","Parascalops breweri",2436161,50.8225
"3198","Paraxerus alexandri",2437351,50.73
"3199","Paraxerus boehmi",2437347,70.24
"3200","Paraxerus cepapi",2437354,223.225
"3201","Paraxerus cooperi",2437350,250
"3202","Paraxerus flavovittis",2437346,160
"3203","Paraxerus lucifer",2437353,692.45
"3204","Paraxerus ochraceus",2437345,104.3
"3205","Paraxerus palliatus",2437349,330.8
"3206","Paraxerus poensis",2437344,117
"3207","Paraxerus vexillarius",2437352,675
"3208","Paraxerus vincenti",2437348,692.45
"3209","Pardofelis marmorata",2435089,47362.495
"3210","Parotomys brantsii",2438856,103.25
"3211","Parotomys littledalei",2438855,126.99
"3212","Paruromys dominator",2438520,325.31
"3213","Pecari tajacu",2440995,19983.170595
"3214","Pectinator spekei",2439825,169.7
"3215","Pedetes capensis",5219942,3018.65625
"3216","Pedetes surdaster",5706735,2774.625
"3217","Pekania pennanti",8631083,3175
"3218","Pelea capreolus",5220184,21932.8325
"3219","Pelomys fallax",2438685,119.23
"3220","Pelomys isseli",2438689,59.99
"3221","Pelomys minor",2438688,49.995
"3222","Pentalagus furnessi",2436950,2295.21
"3223","Penthetor lucasi",2432933,35.39
"3224","Peponocephala electra",2440470,206000
"3225","Perameles bougainville",5219458,226
"3226","Perameles eremiana",5219456,499.99
"3227","Perameles gunnii",5219455,754.702568475
"3228","Perameles nasuta",5219457,770.815
"3229","Perimyotis subflavus",7665644,7.5
"3230","Perodicticus potto",2436624,974.93257125
"3231","Perognathus alticolus",4263073,23.99
"3232","Perognathus amplus",2439553,11.7675
"3233","Perognathus fasciatus",2439561,11.42
"3234","Perognathus flavescens",2439558,9.105
"3235","Perognathus flavus",2439566,8.135
"3236","Perognathus inornatus",2439562,8.575
"3237","Perognathus longimembris",2439563,8.5625
"3238","Perognathus merriami",2439560,7.47
"3239","Perognathus parvus",2439554,19.875
"3240","Peromyscus attwateri",2437970,28.3
"3241","Peromyscus aztecus",2438022,35.65
"3242","Peromyscus beatae",4265104,23.9
"3243","Peromyscus boylii",2438038,23.55
"3244","Peromyscus bullatus",2437994,33.05
"3245","Peromyscus californicus",2438028,43.125
"3246","Peromyscus caniceps",2437982,22
"3247","Peromyscus crinitus",2438021,17.5825
"3248","Peromyscus dickeyi",2437975,22.365
"3249","Peromyscus difficilis",2437993,28
"3250","Peromyscus eremicus",2437981,23.1875
"3251","Peromyscus eva",2437965,21.99
"3252","Peromyscus fraterculus",4265103,21.75
"3253","Peromyscus furvus",2438033,32.99
"3254","Peromyscus gossypinus",2437988,22.075
"3255","Peromyscus grandis",2438025,62.75
"3256","Peromyscus gratus",2437980,27.35
"3257","Peromyscus guardia",2437986,21.75
"3258","Peromyscus guatamalensis",2437968,54
"3259","Peromyscus guatemalensis",2437968,40.645
"3260","Peromyscus gymnotis",2438036,39.04
"3261","Peromyscus hooperi",2438027,35.995
"3262","Peromyscus hylocetes",4265105,26.3
"3263","Peromyscus interparietalis",2438020,21.75
"3264","Peromyscus keeni",2437973,22.05
"3265","Peromyscus leucopus",2438019,22.375
"3266","Peromyscus levipes",2437991,23.45
"3267","Peromyscus madrensis",2437979,23.9
"3268","Peromyscus maniculatus",2437967,19.969444445
"3269","Peromyscus mayensis",2437971,32.495
"3270","Peromyscus megalops",2437962,66.2
"3271","Peromyscus mekisturus",2438030,40
"3272","Peromyscus melanocarpus",2437983,66.1
"3273","Peromyscus melanophrys",2437976,39
"3274","Peromyscus melanotis",2437974,21.4
"3275","Peromyscus melanurus",2437964,66.15
"3276","Peromyscus merriami",2438032,22
"3277","Peromyscus mexicanus",2438034,46.52
"3278","Peromyscus nasutus",2437972,28
"3279","Peromyscus ochraventer",2438026,36.495
"3280","Peromyscus oreas",2438018,24.6
"3281","Peromyscus pectoralis",2438024,33
"3282","Peromyscus pembertoni",2437987,21.75
"3283","Peromyscus perfulvus",2437978,40
"3284","Peromyscus polionotus",2437996,13.4166666675
"3285","Peromyscus polius",2437969,26.3
"3286","Peromyscus pseudocrinitus",2438037,21.5
"3287","Peromyscus sagax",4265102,23.9
"3288","Peromyscus sejugis",2437992,20.95
"3289","Peromyscus simulus",2437966,26.3
"3290","Peromyscus sitkensis",2438035,28.3
"3291","Peromyscus slevini",2438029,20.5
"3292","Peromyscus spicilegus",2437963,28.7
"3293","Peromyscus spp.",2437961,20
"3294","Peromyscus stephani",2438031,23.9
"3295","Peromyscus stirtoni",2438023,36.29
"3296","Peromyscus truei",2437985,29.525
"3297","Peromyscus winkelmanni",2437995,28.7
"3298","Peromyscus yucatanicus",2437984,28.1775
"3299","Peromyscus zarhynchus",2437977,42.58
"3300","Peromyscus zarhyncus",2437977,64
"3301","Peropteryx kappleri",2433142,9.425
"3302","Peropteryx leucoptera",2433141,12.8
"3303","Peropteryx macrotis",2433140,118.045
"3304","Peropteryx trinitatis",7261658,5.68
"3305","Peroryctes broadbenti",2435332,4800
"3306","Peroryctes raffrayana",2435329,732.6575
"3307","Petaurillus hosei",2437560,18.21
"3308","Petaurillus kinlochii",2437559,30.93
"3309","Petaurista alborufus",5219696,1655.5
"3310","Petaurista elegans",5219692,1224
"3311","Petaurista leucogenys",5219695,1650
"3312","Petaurista magnificus",5219698,1780
"3313","Petaurista nobilis",5219694,1780
"3314","Petaurista petaurista",5219691,1330
"3315","Petaurista philippensis",5219697,1431.92
"3316","Petaurista xanthotis",5219693,1650
"3317","Petauroides volans",2440068,1243.54869425
"3318","Petaurus abidi",2440048,278
"3319","Petaurus australis",2440050,572.916666666667
"3320","Petaurus biacensis",2440042,127
"3321","Petaurus breviceps",2440043,124.15127735
"3322","Petaurus gracilis",2440041,310
"3323","Petaurus norfolcensis",2440049,338.75
"3324","Petinomys crinitus",2437252,781.07
"3325","Petinomys fuscocapillus",2437256,712
"3326","Petinomys genibarbis",2437254,108.81
"3327","Petinomys hageni",2437251,410.07
"3328","Petinomys lugens",2437250,410.07
"3329","Petinomys mindanensis",4264121,781.07
"3330","Petinomys sagitta",2437255,49.99
"3331","Petinomys setosus",2437253,42.25
"3332","Petinomys vordermanni",2437249,37.5
"3333","Petrodromus tetradactylus",2440858,208
"3334","Petrogale assimilis",2440127,4459.596168
"3335","Petrogale brachyotis",2440112,3850
"3336","Petrogale burbidgei",2440120,1258
"3337","Petrogale concinna",2440128,1307.998345
"3338","Petrogale godmani",2440119,4750
"3339","Petrogale herberti",2440125,6465.8
"3340","Petrogale inornata",2440121,4555.52
"3341","Petrogale lateralis",2440114,5283.94
"3342","Petrogale penicillata",2440113,6255.07060166667
"3343","Petrogale persephone",2440129,5585.63
"3344","Petrogale purpureicollis",2440126,5283.94
"3345","Petrogale rothschildi",2440118,4546.31
"3346","Petrogale xanthopus",2440122,6750.00886366667
"3347","Petromus typicus",2437614,212
"3348","Petromyscus barbouri",2437720,20.405
"3349","Petromyscus collinus",2437719,20.405
"3350","Petromyscus monticularis",2437721,20.72
"3351","Petropseudes dahli",2440058,1877.03
"3352","Phacochoerus aethiopicus",2441211,72151.88
"3353","Phacochoerus africanus",2441212,97083.3316666667
"3354","Phaenomys ferrugineus",2439153,93.8
"3355","Phalanger carmelitae",2440278,1612.57
"3356","Phalanger gymnotis",2440266,2121.83333333333
"3357","Phalanger intercastellanus",2440276,1885.7
"3358","Phalanger lullulae",2440258,1918.75
"3359","Phalanger matabiru",2440277,2293.75
"3360","Phalanger matanim",2440281,1442.38
"3361","Phalanger mimicus",2440270,2293.75
"3362","Phalanger orientalis",2440259,2293.75
"3363","Phalanger ornatus",2440274,2293.75
"3364","Phalanger rothschildi",2440265,1365
"3365","Phalanger sericeus",2440262,1678.1
"3366","Phalanger vestitus",2440275,1850
"3367","Phaner electromontis",4266967,400
"3368","Phaner furcifer",2436443,400
"3369","Phaner pallescens",4266965,400
"3370","Phaner parienti",4266966,400
"3371","Pharotis imogene",2432316,8.1
"3372","Phascogale calura",2435449,43.00604112
"3373","Phascogale tapoatafa",2435448,165.05
"3374","Phascolarctos cinereus",2440012,7411.48416666667
"3375","Phascolosorex doriae",2435430,168.95
"3376","Phascolosorex dorsalis",2435431,123.03
"3377","Phascomurexia naso",2435412,52.62
"3378","Phenacomys intermedius",2438114,25.175
"3379","Phenacomys ungava",2438113,27
"3380","Philander andersoni",5219948,329.995
"3381","Philander frenatus",5219949,510
"3382","Philander mcilhennyi",5219947,365.5
"3383","Philander opossum",5219950,573.074891925
"3384","Philantomba maxwellii",7261459,6750
"3385","Philantomba monticola",7261461,5399.0125
"3386","Philetor brachypterus",2432281,12
"3387","Phloeomys cumingi",2438568,1773.115
"3388","Phloeomys pallidus",2438569,1744.07
"3389","Phoca caspica",2434777,77385.077245
"3390","Phoca fasciata",2434811,90000
"3391","Phoca groenlandica",2434802,120000
"3392","Phoca hispida",2434773,83917.089635
"3393","Phoca largha",2434791,91265.686595
"3394","Phoca sibirica",2434766,95000
"3395","Phoca vitulina",2434793,84920.8325
"3396","Phocarctos hookeri",2433467,273499.99
"3397","Phocoena dioptrica",2440679,72500
"3398","Phocoena phocoena",2440669,46245.2325
"3399","Phocoena sinus",2440665,44060.715
"3400","Phocoena spinipinnis",2440666,59999.99
"3401","Phocoenoides dalli",2440684,110903.065555556
"3402","Phodopus campbelli",2437847,26.3725
"3403","Phodopus roborovskii",2437846,12.02
"3404","Phodopus sungorus",2437845,27.24125
"3405","Phoniscus aerosa",4266272,7.79
"3406","Phoniscus atrox",4266274,4.81
"3407","Phoniscus jagorii",4266273,4.7
"3408","Phoniscus papuensis",4266271,6.32
"3409","Phylloderma stenops",2433171,55.82
"3410","Phyllomys blainvillii",5847663,243.3
"3411","Phyllomys brasiliensis",4262928,312.49
"3412","Phyllomys dasythrix",4262932,260
"3413","Phyllomys lamarum",4262929,215.19
"3414","Phyllomys nigrispinus",4262934,224.3
"3415","Phyllomys thomasi",4262931,502.14
"3416","Phyllomys unicolor",4262935,439
"3417","Phyllonycteris aphylla",2433305,14.15
"3418","Phyllonycteris poeyi",2433304,15.59
"3419","Phyllops falcatus",5218751,10.82
"3420","Phyllostomus discolor",2433280,38.9833333333333
"3421","Phyllostomus elongatus",2433281,35.6
"3422","Phyllostomus hastatus",2433279,84.95
"3423","Phyllostomus latifolius",2433282,134
"3424","Phyllotis amicus",5219753,20.19
"3425","Phyllotis andium",5219757,53
"3426","Phyllotis bonariensis",5706753,49
"3427","Phyllotis caprinus",5219754,50.8
"3428","Phyllotis darwini",5219758,47.9772937366667
"3429","Phyllotis definitus",5219763,50.82
"3430","Phyllotis haggardi",5219759,42.5
"3431","Phyllotis limatus",5706752,50.825
"3432","Phyllotis magister",5219760,50.7625
"3433","Phyllotis osgoodi",5219764,49
"3434","Phyllotis osilae",5219756,43.64
"3435","Phyllotis wolffsohni",5219761,49
"3436","Phyllotis xanthopygus",5219765,43.6125
"3437","Physeter macrocephalus",8123917,21750184.916
"3438","Piliocolobus badius",7262000,8070.5
"3439","Piliocolobus foai",7262002,7259
"3440","Piliocolobus gordonorum",4266998,8005.25
"3441","Piliocolobus kirkii",4266987,7158.29
"3442","Piliocolobus pennantii",7262003,8092.75
"3443","Piliocolobus preussi",4267000,8070.5
"3444","Piliocolobus rufomitratus",4266990,8030.75
"3445","Piliocolobus tephrosceles",4266995,8005.25
"3446","Piliocolobus tholloni",4267001,7940
"3447","Pipistrellus abramus",5707125,5.395
